review_id,text,business_category,aspect,sentiment,star_rating
5484,الوضع مش زي اللي في الصور خالص لسة طالب بيتزا شرقي جايلي عيش بدون حشو حرفيا فقيمة مقابل سعر سيء ياريت يحسنوا الوضع اكتر من كدا,مطعم,price,negative,1
8189,nice,ecommerce,general,positive,5
6504,مش بيدعم ارسال صور يعني حاليا انا عندي مشكله علي الاوردر بس مفيش اثبات,food_delivery,delivery,neutral,3
2894,سويت شعري عندهم قص و استشوار و سوالي تومس و يوسف يعطيه العافيه مرهه يده خفيفه و خلص بسرعه و نتيجه افضل من الي ببالي و سوت لي عبير ورده بدكير مناكييرر يجنن يدها خفيفه و كانت عسل مره و اشكر كمان دهب و مع صحبتي رنيمممم و نجلا,صالون تجميل,general,positive,5
1710,مكان جميل وخدمتهم سريعه,مقهى,ambiance,positive,5
8591,محتاج شقه بسعر معقول في ميامي او سيدي بشر بحري ثلاث غرف,real_estate,price,positive,5
5159,الحمد لله اخير لقيت علاج لالم الفك TMJ اللي عند زوجتي بعد سنين من المعاناة. شكرا دكتور اسامة موسي.,عِيادة أسنان,food,positive,5
437,Wow,مطعم مأكولات مصرية,general,positive,5
250,ملوك الصواني في وسط البلد و الطعم حكاية,مطعم وجبات سريعة,food,positive,5
2047,كل شيء جميل صراحة ، و هذه المرة الثالثة اللي اجي فيها,مطعم,general,positive,5
2244,الاكل ممتاز بكل معني الكلمة المشاوي طعمها رائع والحلو تحفة، والاستاف في قمة الذوق والاحترافية. خدمة سريعة وتعامل راقي… اكيد مش اخر زيارة,مطعم,food,positive,5
2244,الاكل ممتاز بكل معني الكلمة المشاوي طعمها رائع والحلو تحفة، والاستاف في قمة الذوق والاحترافية. خدمة سريعة وتعامل راقي… اكيد مش اخر زيارة,مطعم,service,positive,5
3088,شكر خاص للطاقم الطبي والتمريض الدور الثاني ومسؤله العلاقات العامة استاذه امل,مستشفى,general,positive,5
355,سيد سعيد غرفه 917 احب اشكر جميع طاقم التمريض ع الجهود المبذولة وخصوصا مس امل مشرفه التمريض ومستر احمد محمد ومستر عدلي ومس ولاء ومس شهد ومس بوسي شكرااا جدااااا♥️,مستشفى,general,positive,5
2785,المطعم مش ولا بد. وسعاره عليه جدا قياسا علي نوع الاكل. لا انصح به,مطعم مأكولات بحرية,food,negative,1
1406,اكل جميل مستوي حلو اوي المكان المفضل ليا فالاكل العربي,مطعم يمني,food,positive,5
1406,اكل جميل مستوي حلو اوي المكان المفضل ليا فالاكل العربي,مطعم يمني,ambiance,positive,5
3072,شكرا خاص لتمريض الدور التاني وكل شئ ممتاز,مستشفى,general,positive,5
7259,ممتاز,ecommerce,general,positive,5
2703,كان مول جميل في التسعينات لكن مع الوقت مستواه تراجع، خصوصا بعد الكورونا، الدور الاخير اللي كان فيه ماكدونالدز و السينما والمسرح قفل ، والدور الارضي الجزء الخلفي منه قفل برضوا، الادوار اللي شغالة بتخدم في الاساس الزائرين العرب اللي متواجدين في الفندق، اغلب المحلات للاحذية و الشنط، او عبايات، اقطان و فوط، او هدايا فرعونية ياريت يرجع زي زمان و يكون فيه اهتمام باستغلاله بشكل افضل.,مركز تسوق,general,neutral,3
70,مزدحم,مركز تسوق,general,positive,5
5322,اسوء معامله بنتصل يفتح السكه ويقفل في وشي ومحتاج دواء ضروري,صيدلية,general,negative,1
3386,قمة الذوق والادب والاحترام والاسعار مناسبة جدا,متجر بقالة,service,positive,4
3386,قمة الذوق والادب والاحترام والاسعار مناسبة جدا,متجر بقالة,price,positive,4
4428,حلو جدا ونظافه حلوه جدا وفرح بجد تسلم ايديها هكررها تاني اكيد,صالون تجميل,food,negative,2
1563,طعم الاكل في تكا المهندسين تحفه,مطعم وجبات سريعة,food,positive,5
6424,تم حذف التطبيق لا يوجد مطاعم خدمه العملاء لا يوجد رد ولا يوجد دفع البطاقه من بره مصر اسوء تطبيق تتعامل معاه,food_delivery,service,negative,1
6424,تم حذف التطبيق لا يوجد مطاعم خدمه العملاء لا يوجد رد ولا يوجد دفع البطاقه من بره مصر اسوء تطبيق تتعامل معاه,food_delivery,app_experience,negative,1
339,انا محمد عبد المنعم محمد دخلت المستشفي في 22/2/2026 قسم القلب رعاية الدور الثامن وحابب اقول علي تجربتي داخل المستشفي من اول الاستقبال والهوس كينج والتمريض واخص بالذكر مس مروه ومس حنان ومس فريده ومستر احمد كل الشكر والتقدير والاحترام لهذا الفريق المتميز اخلاقيا وعمليا فلهم مني كل الاحترام والتقدير واخص بالشكر والتقدير معالي البروفيسور طارق حلمي الجراح العالمي فلنا الحق ان نفتخر ان يكون هذا العالم من نبت مصرنا الحبيبه كما اخص الدكتور عبدالله سعد والدكتور مصطفي بالشكر والتقدير لما قدموه لي في انجاز وتخليص كل الاوراق والشؤون الادارية كما اتقدمت بالشكر والاحترام للدكتور رامي في العنايه علي بشاشة وجهه وتميزه علميا واخلاقيا واخيرا كل الشكر والتقدير والاحترام للادارة المتميزة في مستشفي السلام الدولي المعادي,مستشفى,service,positive,5
8423,التطبيق توقف من التحديث الاخير ودايما يقول خطا في الاتصال بقاعدة البيانات مع اي عملية بحث,real_estate,app_experience,negative,2
554,مطعم بهذه العراقة والسمعة المميزة كان من المفترض ان يعكس مستوي اعلي من الاحترافية في التعامل، لكن للاسف واجهنا تصرفات غير مهنية من بعض الموظفين اضافة الي ذلك، كان من ضمن الاصناف المقدمة طبق بامية حمضانه وتالفه ما اضطرنا لرفض تناوله. نتمني من ادارة المطعم الاهتمام اكثر بجودة الاطباق ومتابعة مستوي الخدمة،,مطعم مأكولات مصرية,food,negative,2
554,مطعم بهذه العراقة والسمعة المميزة كان من المفترض ان يعكس مستوي اعلي من الاحترافية في التعامل، لكن للاسف واجهنا تصرفات غير مهنية من بعض الموظفين اضافة الي ذلك، كان من ضمن الاصناف المقدمة طبق بامية حمضانه وتالفه ما اضطرنا لرفض تناوله. نتمني من ادارة المطعم الاهتمام اكثر بجودة الاطباق ومتابعة مستوي الخدمة،,مطعم مأكولات مصرية,service,negative,2
554,مطعم بهذه العراقة والسمعة المميزة كان من المفترض ان يعكس مستوي اعلي من الاحترافية في التعامل، لكن للاسف واجهنا تصرفات غير مهنية من بعض الموظفين اضافة الي ذلك، كان من ضمن الاصناف المقدمة طبق بامية حمضانه وتالفه ما اضطرنا لرفض تناوله. نتمني من ادارة المطعم الاهتمام اكثر بجودة الاطباق ومتابعة مستوي الخدمة،,مطعم مأكولات مصرية,ambiance,negative,2
1627,استاف مهمل والاكل متاخر ومحروق,مطعم,food,negative,1
4540,مشويات الوزير للمشويات والرز والكباب والحمام، وهو بالقرب من قسم شرطه حدائق القبه,مطعم مأكولات مشوية,food,positive,5
4540,مشويات الوزير للمشويات والرز والكباب والحمام، وهو بالقرب من قسم شرطه حدائق القبه,مطعم مأكولات مشوية,cleanliness,positive,5
1146,مكان رائع وخدمة ممتازة وطعم وسعر ممتاز,مطعم يمني,food,positive,5
1146,مكان رائع وخدمة ممتازة وطعم وسعر ممتاز,مطعم يمني,service,positive,5
1146,مكان رائع وخدمة ممتازة وطعم وسعر ممتاز,مطعم يمني,price,positive,5
1146,مكان رائع وخدمة ممتازة وطعم وسعر ممتاز,مطعم يمني,ambiance,positive,5
1017,المكان روعه الاكل تحفه والاجواء جميله,مطعم مأكولات مشوية,food,positive,5
1017,المكان روعه الاكل تحفه والاجواء جميله,مطعم مأكولات مشوية,ambiance,positive,5
4826,لقد اصبح شعبي للغايه اشتريت سويت شيرت من فرع طلعت حرب وعند وصولي للبيت في اكتوبر اكتشفت ان القطعه البلاستيك الخاصه بالسرقه موجوده في التيشيرت Unprofessional team,متجر ملابس رجالي,ambiance,negative,1
7470,اسعار مبالغ فيها بعض المرت تجيد منتج بسعر فلكي,ecommerce,price,neutral,3
8104,انا عربي استخدم التطبيق فهو يخبرك بالشحنات والمواقع التي تتسوق منها انصح به,ecommerce,app_experience,positive,5
3361,المكان مش احسن حاجة في الاكل بالنسبة للسعر غالي شوية و كمان كنت طالب ستيك كان مش مستوي كويس و,مطعم أطباق اللحوم,food,negative,2
3361,المكان مش احسن حاجة في الاكل بالنسبة للسعر غالي شوية و كمان كنت طالب ستيك كان مش مستوي كويس و,مطعم أطباق اللحوم,price,negative,2
3361,المكان مش احسن حاجة في الاكل بالنسبة للسعر غالي شوية و كمان كنت طالب ستيك كان مش مستوي كويس و,مطعم أطباق اللحوم,ambiance,negative,2
4613,الاكل تحفه عندهم والخدمه ممتازة وحقيقي ناس زوق وكل تفاصيل المطعم بدايه من الاكل لحد اصغر تفصيله فظيعه ميرسي ليكو واة صحيح سلطه البنجر عندهم فظيعه والجبنه القديمه عموما سلاطتهم كلها والسمك الدنيس والجندوفلي كل حاجه بجد رائعه,مطعم مأكولات بحرية,food,positive,5
4613,الاكل تحفه عندهم والخدمه ممتازة وحقيقي ناس زوق وكل تفاصيل المطعم بدايه من الاكل لحد اصغر تفصيله فظيعه ميرسي ليكو واة صحيح سلطه البنجر عندهم فظيعه والجبنه القديمه عموما سلاطتهم كلها والسمك الدنيس والجندوفلي كل حاجه بجد رائعه,مطعم مأكولات بحرية,service,positive,5
7019,ممتازه,transport,general,positive,5
8991,التطبيق حلو بس عندي مشكلة انه مسحلي كل الاغاني ومعادش بيفتح حاجه كانه زي عدمه,entertainment,food,negative,2
8991,التطبيق حلو بس عندي مشكلة انه مسحلي كل الاغاني ومعادش بيفتح حاجه كانه زي عدمه,entertainment,app_experience,negative,2
8732,عايزه ميزه الاقتراحات بتاعت سبوتفاااي هي دي ال ناقصاهاا,entertainment,general,neutral,3
1620,زفت خدمه زفت قلة ادب تاخير ريحة اكل سيئه حاجه قرف متغورو تقرفو اهلكم في دمشق,مطعم,food,negative,1
2239,سيء سيء سيء الاكل معاد تسخينه خصوصا المشاوي والخبز وجودة النظافة مش ولابد مطعم غير مناسب نهائيا ، سابقا افضل مما هو الان عليه,مطعم,food,negative,1
2239,سيء سيء سيء الاكل معاد تسخينه خصوصا المشاوي والخبز وجودة النظافة مش ولابد مطعم غير مناسب نهائيا ، سابقا افضل مما هو الان عليه,مطعم,price,negative,1
2239,سيء سيء سيء الاكل معاد تسخينه خصوصا المشاوي والخبز وجودة النظافة مش ولابد مطعم غير مناسب نهائيا ، سابقا افضل مما هو الان عليه,مطعم,cleanliness,negative,1
2239,سيء سيء سيء الاكل معاد تسخينه خصوصا المشاوي والخبز وجودة النظافة مش ولابد مطعم غير مناسب نهائيا ، سابقا افضل مما هو الان عليه,مطعم,ambiance,negative,1
1120,اتبسطت اوي المطعم جميل والاكل حلو اوي والمعامله رائعه وبالاخص مريم ♥️,مطعم مأكولات إيطالية,food,positive,5
2807,جيد جدا,مطعم مأكولات ومشروبات,general,positive,5
7457,ممتاز,ecommerce,general,positive,5
8477,جيد وسهل,real_estate,general,positive,5
5832,تجربه سيئه لطلب الاوردر وبعد التواصل معهم 4 ساعات لم يتم توصيل العلاج,صيدلية,delivery,negative,1
2294,بحب اشكر الدكتور الاكثر من ممتاز الدكتور ايمن عبد الحميد ليس مجرد استشاري صدر متميز، بل انسان راق باخلاقه قبل علمه. ما قام به من كشف علي وعلي والدتي دون اي تردد يعكس انسانيته العالية واحساسه الحقيقي بالمسؤولية. تواضعه، حسن تعامله، واهتمامه الصادق بالمريض تجعل المريض يشعر بالامان قبل العلاج. تشخيصه الدقيق ووصفه للعلاج المناسب كان لهما اثر واضح وسريع، والحمد لله بعد ساعات قليلة عاد النشاط وتحسن الحال بشكل ملحوظ. جزاك الله خير الجزاء دكتور ايمن، وبارك في علمك واخلاقك، ونفع بك الناس، وجعل كل ما تقدمه في ميزان حسناتك. قمة في الذوق، والاحترام، والكفاءة، ومثال مشرف للطبيب الحقيقي.,المستشفى العسكري,food,positive,5
2294,بحب اشكر الدكتور الاكثر من ممتاز الدكتور ايمن عبد الحميد ليس مجرد استشاري صدر متميز، بل انسان راق باخلاقه قبل علمه. ما قام به من كشف علي وعلي والدتي دون اي تردد يعكس انسانيته العالية واحساسه الحقيقي بالمسؤولية. تواضعه، حسن تعامله، واهتمامه الصادق بالمريض تجعل المريض يشعر بالامان قبل العلاج. تشخيصه الدقيق ووصفه للعلاج المناسب كان لهما اثر واضح وسريع، والحمد لله بعد ساعات قليلة عاد النشاط وتحسن الحال بشكل ملحوظ. جزاك الله خير الجزاء دكتور ايمن، وبارك في علمك واخلاقك، ونفع بك الناس، وجعل كل ما تقدمه في ميزان حسناتك. قمة في الذوق، والاحترام، والكفاءة، ومثال مشرف للطبيب الحقيقي.,المستشفى العسكري,service,positive,5
2294,بحب اشكر الدكتور الاكثر من ممتاز الدكتور ايمن عبد الحميد ليس مجرد استشاري صدر متميز، بل انسان راق باخلاقه قبل علمه. ما قام به من كشف علي وعلي والدتي دون اي تردد يعكس انسانيته العالية واحساسه الحقيقي بالمسؤولية. تواضعه، حسن تعامله، واهتمامه الصادق بالمريض تجعل المريض يشعر بالامان قبل العلاج. تشخيصه الدقيق ووصفه للعلاج المناسب كان لهما اثر واضح وسريع، والحمد لله بعد ساعات قليلة عاد النشاط وتحسن الحال بشكل ملحوظ. جزاك الله خير الجزاء دكتور ايمن، وبارك في علمك واخلاقك، ونفع بك الناس، وجعل كل ما تقدمه في ميزان حسناتك. قمة في الذوق، والاحترام، والكفاءة، ومثال مشرف للطبيب الحقيقي.,المستشفى العسكري,price,positive,5
8729,بعد التحديثات الاخيره هناك عيوب يمكن التحدث عنها ومنها في اشتراكات فلكس محدودية التحميل: يقتصر التحميل علي 50 اغنية فردية فقط، ولا يمكن تحميل الالبومات او قوائم التشغيل كاملة.,entertainment,general,negative,2
2618,دخلنا وسالنا فيه كوفي وشاي؟ ردت الموظفه الاولي بدون ابتسامه ايوه ☺️ والثانيه لما جينا نجلس جتنا وقالت لو حتطلبوا درينك لازم تطلبوا سويت ماحبيت اسلوب الاجبار! عموما جربنا منقوشة العكاوي و القشقوان لذيذه والاطلاله ع النيل جميله لكن ماارجع له من اسلوبهم,مطعم,service,negative,1
2618,دخلنا وسالنا فيه كوفي وشاي؟ ردت الموظفه الاولي بدون ابتسامه ايوه ☺️ والثانيه لما جينا نجلس جتنا وقالت لو حتطلبوا درينك لازم تطلبوا سويت ماحبيت اسلوب الاجبار! عموما جربنا منقوشة العكاوي و القشقوان لذيذه والاطلاله ع النيل جميله لكن ماارجع له من اسلوبهم,مطعم,delivery,negative,1
6105,بكل صراحه وامانه افضل فراخ وكفته اكلتهم من زمان جدا الطعم بتاع زمان اللحمه الضاني والبلدي اللي فيها ريحه اللحمه مش توابل وخلاص ربنا يوفقكم,مطعم مأكولات مشوية,food,positive,5
7209,تطبيق حلو ومريح ماشاء الله,ecommerce,food,positive,5
7209,تطبيق حلو ومريح ماشاء الله,ecommerce,ambiance,positive,5
7209,تطبيق حلو ومريح ماشاء الله,ecommerce,app_experience,positive,5
5823,من افضل الاماكن للخروج والتعامل مع الاستف محترمين جدا,كافيه,service,positive,5
4512,مطعم جميل ولكن خدمة عملاء سيئة,مطعم,food,negative,2
4512,مطعم جميل ولكن خدمة عملاء سيئة,مطعم,service,negative,2
7762,رائعه,ecommerce,general,positive,5
372,الطعم مش سيئ (بس الدجاج زفر شويه) ولكن البيتزا غير ناضجه تماما من الداخل وهذا غير مقبول ابدا لذا يرجي مراعاه هذه التفاصيل والاهتمام باستكمال استواء العجين.,مطعم بيتزا,food,neutral,3
8214,روعه,ecommerce,general,positive,5
499,تعامل راقي جدا جدا والاسطاف محترم اوي وسعيد جدا انو جيت ل عندكم دوام التوفيق بس عبدالخالق زوق وقمة الاحترام والتعامل,مطعم مأكولات مشوية,service,positive,5
2896,عملت لولايت لشعري واللون خرررافي عند علي نصيحة تروحوله وخاصة اذا خايفين علي شعركم لانه فناااان وفاهم جداومساعده يحيي مايحتاج فاهم بدون مايتكلم والاستقبال كان كويس الاستاذ فهمي كل ذا في فرع الزمالك,صالون تجميل,service,positive,5
9530,حجزت عليه اكثر من مرة . المرة الاخيرة الغوا التذكرة ولي اكثر من اسبوعين وحتي الان لم يسترجع المبلغ التواصل معهم بالايميل يجيك الرد بعد ايام والواتساب مفيش منه فائدة .,travel,general,negative,1
8855,برامج حلو,entertainment,food,positive,5
1305,حلاوة طعم زمان..,مطعم مأكولات مشوية,food,positive,5
7483,تطبيق سئ اغلب المنتجات باللغه الانجليزيه وليست بالعربيه/ بلد الاقامه جمهوريه مصر العربية,ecommerce,app_experience,negative,1
1660,جيد المكان صغير عكس ما تخيلته يقدم مشروبات وكوكيز وكعك بس بالنسبة لي صغير ما ناسبني,مقهى,ambiance,positive,4
9995,للاسف التطبيق اصبح سي جدا وليس موضع مصداقيه حجزت عن طريقه ٣ سويتات وغرفتين في تركيا واجهنا مشاكل من حيث نظافة الغرف ومساحات الغرف وسوء خدمة ومختلف لما هوا معروض علي بوكينج وعند طلب الغاء او تبديل الحجز لفندق اخر لمن نتمكن من التواصل معهم لا يوجد رد علي الرسائل ورقم التواصل بعد انتظار ١٥ دقيقه يفصل الخط مع العلم بان قريبي حجز عن طريق تطبيق اخر وتم حل مشكلته باسترجاع مبلغه وحجز فندق اخر,travel,food,negative,1
9995,للاسف التطبيق اصبح سي جدا وليس موضع مصداقيه حجزت عن طريقه ٣ سويتات وغرفتين في تركيا واجهنا مشاكل من حيث نظافة الغرف ومساحات الغرف وسوء خدمة ومختلف لما هوا معروض علي بوكينج وعند طلب الغاء او تبديل الحجز لفندق اخر لمن نتمكن من التواصل معهم لا يوجد رد علي الرسائل ورقم التواصل بعد انتظار ١٥ دقيقه يفصل الخط مع العلم بان قريبي حجز عن طريق تطبيق اخر وتم حل مشكلته باسترجاع مبلغه وحجز فندق اخر,travel,service,negative,1
9995,للاسف التطبيق اصبح سي جدا وليس موضع مصداقيه حجزت عن طريقه ٣ سويتات وغرفتين في تركيا واجهنا مشاكل من حيث نظافة الغرف ومساحات الغرف وسوء خدمة ومختلف لما هوا معروض علي بوكينج وعند طلب الغاء او تبديل الحجز لفندق اخر لمن نتمكن من التواصل معهم لا يوجد رد علي الرسائل ورقم التواصل بعد انتظار ١٥ دقيقه يفصل الخط مع العلم بان قريبي حجز عن طريق تطبيق اخر وتم حل مشكلته باسترجاع مبلغه وحجز فندق اخر,travel,cleanliness,negative,1
9995,للاسف التطبيق اصبح سي جدا وليس موضع مصداقيه حجزت عن طريقه ٣ سويتات وغرفتين في تركيا واجهنا مشاكل من حيث نظافة الغرف ومساحات الغرف وسوء خدمة ومختلف لما هوا معروض علي بوكينج وعند طلب الغاء او تبديل الحجز لفندق اخر لمن نتمكن من التواصل معهم لا يوجد رد علي الرسائل ورقم التواصل بعد انتظار ١٥ دقيقه يفصل الخط مع العلم بان قريبي حجز عن طريق تطبيق اخر وتم حل مشكلته باسترجاع مبلغه وحجز فندق اخر,travel,delivery,negative,1
9995,للاسف التطبيق اصبح سي جدا وليس موضع مصداقيه حجزت عن طريقه ٣ سويتات وغرفتين في تركيا واجهنا مشاكل من حيث نظافة الغرف ومساحات الغرف وسوء خدمة ومختلف لما هوا معروض علي بوكينج وعند طلب الغاء او تبديل الحجز لفندق اخر لمن نتمكن من التواصل معهم لا يوجد رد علي الرسائل ورقم التواصل بعد انتظار ١٥ دقيقه يفصل الخط مع العلم بان قريبي حجز عن طريق تطبيق اخر وتم حل مشكلته باسترجاع مبلغه وحجز فندق اخر,travel,app_experience,negative,1
6265,اول مرة تجربة,food_delivery,general,positive,5
5712,ماشاالله تبارك الله شغلهم زين وتهمهم السمعه ماحفضين عليها انا مااعرفهم بس شفت التقييم ورحت لهم ماشاالله تبارك الله شغلهم مرتب ومبدع,عِيادة أسنان,general,positive,5
9828,Nice,travel,general,positive,5
3601,الاكل عندهم جااامد اوي ناس في قمه الاحترام الي قاعد عل كاشير ربنا يباركلك كله زوق و احترام ربنا يوفقكم ♥♥,مطعم شاورما,food,positive,5
3601,الاكل عندهم جااامد اوي ناس في قمه الاحترام الي قاعد عل كاشير ربنا يباركلك كله زوق و احترام ربنا يوفقكم ♥♥,مطعم شاورما,service,positive,5
5061,تمت الزراعه مع الدكتور طارق الحداد اوصي به ،,طبيب أسنان,general,positive,5
8596,خدمه جيدا جدا شكرا علي البرنامج,real_estate,general,positive,5
3237,مصر النابضة بالحياة سينما زاوية ومطعم شارع الحمرا وايس كريم العبد و قويدر والمباني و العمارة و الزخارف وتمشيه ع الهادي في اخر اليوم,متجر ملابس,food,positive,5
3237,مصر النابضة بالحياة سينما زاوية ومطعم شارع الحمرا وايس كريم العبد و قويدر والمباني و العمارة و الزخارف وتمشيه ع الهادي في اخر اليوم,متجر ملابس,ambiance,positive,5
566,انا زرت المكان في رمضان فطار للاسف الشديد يوجد تلاعب في الاسعار من الموظفين حيث اني طلبت العرض فطار لشخصين قيمة العرض 900جنيه للفردين وطلبت العرض واتفاجا بفابورة بي 2500 جنيه وعند الاستفسار يقلي قيمة الفرد 900 وعملت اسكان للمنيو ووريتو انو العرض لشخصين للاسف الشديد مصمم علي كلامه وانا خارج من المطعم شفتهم وهما يتقاسمو الفلاوس وقدامي والله يشهد علي كلامي باذن الله اخر مره ازور المكان هذا,مطعم مأكولات لبنانية,food,neutral,3
566,انا زرت المكان في رمضان فطار للاسف الشديد يوجد تلاعب في الاسعار من الموظفين حيث اني طلبت العرض فطار لشخصين قيمة العرض 900جنيه للفردين وطلبت العرض واتفاجا بفابورة بي 2500 جنيه وعند الاستفسار يقلي قيمة الفرد 900 وعملت اسكان للمنيو ووريتو انو العرض لشخصين للاسف الشديد مصمم علي كلامه وانا خارج من المطعم شفتهم وهما يتقاسمو الفلاوس وقدامي والله يشهد علي كلامي باذن الله اخر مره ازور المكان هذا,مطعم مأكولات لبنانية,service,neutral,3
566,انا زرت المكان في رمضان فطار للاسف الشديد يوجد تلاعب في الاسعار من الموظفين حيث اني طلبت العرض فطار لشخصين قيمة العرض 900جنيه للفردين وطلبت العرض واتفاجا بفابورة بي 2500 جنيه وعند الاستفسار يقلي قيمة الفرد 900 وعملت اسكان للمنيو ووريتو انو العرض لشخصين للاسف الشديد مصمم علي كلامه وانا خارج من المطعم شفتهم وهما يتقاسمو الفلاوس وقدامي والله يشهد علي كلامي باذن الله اخر مره ازور المكان هذا,مطعم مأكولات لبنانية,price,neutral,3
566,انا زرت المكان في رمضان فطار للاسف الشديد يوجد تلاعب في الاسعار من الموظفين حيث اني طلبت العرض فطار لشخصين قيمة العرض 900جنيه للفردين وطلبت العرض واتفاجا بفابورة بي 2500 جنيه وعند الاستفسار يقلي قيمة الفرد 900 وعملت اسكان للمنيو ووريتو انو العرض لشخصين للاسف الشديد مصمم علي كلامه وانا خارج من المطعم شفتهم وهما يتقاسمو الفلاوس وقدامي والله يشهد علي كلامي باذن الله اخر مره ازور المكان هذا,مطعم مأكولات لبنانية,delivery,neutral,3
566,انا زرت المكان في رمضان فطار للاسف الشديد يوجد تلاعب في الاسعار من الموظفين حيث اني طلبت العرض فطار لشخصين قيمة العرض 900جنيه للفردين وطلبت العرض واتفاجا بفابورة بي 2500 جنيه وعند الاستفسار يقلي قيمة الفرد 900 وعملت اسكان للمنيو ووريتو انو العرض لشخصين للاسف الشديد مصمم علي كلامه وانا خارج من المطعم شفتهم وهما يتقاسمو الفلاوس وقدامي والله يشهد علي كلامي باذن الله اخر مره ازور المكان هذا,مطعم مأكولات لبنانية,ambiance,neutral,3
327,يعني ايه اطلب اوردر يقولي لازم ديبوزت الاول اوsخ معاملة سمعتها من مطعم في حياتي. وتم الغاء الاوردر بسبب كدا ولايمكن اتعامل معاه تاني,مطعم مأكولات مشوية,food,negative,1
327,يعني ايه اطلب اوردر يقولي لازم ديبوزت الاول اوsخ معاملة سمعتها من مطعم في حياتي. وتم الغاء الاوردر بسبب كدا ولايمكن اتعامل معاه تاني,مطعم مأكولات مشوية,service,negative,1
327,يعني ايه اطلب اوردر يقولي لازم ديبوزت الاول اوsخ معاملة سمعتها من مطعم في حياتي. وتم الغاء الاوردر بسبب كدا ولايمكن اتعامل معاه تاني,مطعم مأكولات مشوية,delivery,negative,1
615,كنت كلايند عندهم ، لحد ما جبت برجر عندهم منهم لله اسوء نوع لحمه في العالم حسبنا الله ونعم الوكيل لما يكون بالسعر دا وبتجيبوا نوع لحمه مستورد رديئ كدا ، بطني اتقلبت حسبنا الله ونعم الوكيل,مطعم,food,negative,1
615,كنت كلايند عندهم ، لحد ما جبت برجر عندهم منهم لله اسوء نوع لحمه في العالم حسبنا الله ونعم الوكيل لما يكون بالسعر دا وبتجيبوا نوع لحمه مستورد رديئ كدا ، بطني اتقلبت حسبنا الله ونعم الوكيل,مطعم,price,negative,1
963,السعر تمام كويس بس الكواليتي معجبتنيش خالص خالص الفراخ كانت معظمها عظم و شاربة زيت شوية الفرايز كانت حلوة ، الاوردر الي حد ما بسرعة مجابش جلافز مع الاوردر و لا تيشو (انا اوريدي م بفضل الفراخ فالطعم معجبنيش، ماما و اخويا بيحبوا الفراخ قالوا انه كويس بس كانت تجربة و خلاص ),مطعم دجاج,food,negative,1
963,السعر تمام كويس بس الكواليتي معجبتنيش خالص خالص الفراخ كانت معظمها عظم و شاربة زيت شوية الفرايز كانت حلوة ، الاوردر الي حد ما بسرعة مجابش جلافز مع الاوردر و لا تيشو (انا اوريدي م بفضل الفراخ فالطعم معجبنيش، ماما و اخويا بيحبوا الفراخ قالوا انه كويس بس كانت تجربة و خلاص ),مطعم دجاج,price,negative,1
963,السعر تمام كويس بس الكواليتي معجبتنيش خالص خالص الفراخ كانت معظمها عظم و شاربة زيت شوية الفرايز كانت حلوة ، الاوردر الي حد ما بسرعة مجابش جلافز مع الاوردر و لا تيشو (انا اوريدي م بفضل الفراخ فالطعم معجبنيش، ماما و اخويا بيحبوا الفراخ قالوا انه كويس بس كانت تجربة و خلاص ),مطعم دجاج,delivery,negative,1
6039,تعامل الموظفات سيئ جدا وترد من طرف خشمها,متجر ملابس حريمي,service,negative,1
349,908 عصام محمد محمد جزيل الشكر والتقدير والاحترام لكل طاقم مستشفي السلام الدولي خدمه علي اعلي مستوي ولم نري منهم اي تقصير وشكر خاص لطاقم التمريض الاتي اسمائهم قائدة الدور التاسع. مس امل وبشكر ايضا مستر سلامة ومستر احمد ناصر ومستر احمد عدلي ومستر عمرو ومستر كريم ومستر حسام ومستر اسامة ومستر فوزي علي حسن خدمتهم ومتابعتهم. و شكر خاص لمستر محمد عبد الرازق من شيفت النايت لم يترك والدي وكان يعامله بمثابة اب له حرفيا من افضل Nurses المستشفي بارك الله فيه وفي امثاله وكل الشكر والتقدير والاحترام الي مس( الاء رجب ) علي حسن التعامل معنا وحسن المتابعة المستمرة وشكرا علي ذوقك الجميل واهتمامك ربنا يحفظك,مستشفى,food,positive,5
349,908 عصام محمد محمد جزيل الشكر والتقدير والاحترام لكل طاقم مستشفي السلام الدولي خدمه علي اعلي مستوي ولم نري منهم اي تقصير وشكر خاص لطاقم التمريض الاتي اسمائهم قائدة الدور التاسع. مس امل وبشكر ايضا مستر سلامة ومستر احمد ناصر ومستر احمد عدلي ومستر عمرو ومستر كريم ومستر حسام ومستر اسامة ومستر فوزي علي حسن خدمتهم ومتابعتهم. و شكر خاص لمستر محمد عبد الرازق من شيفت النايت لم يترك والدي وكان يعامله بمثابة اب له حرفيا من افضل Nurses المستشفي بارك الله فيه وفي امثاله وكل الشكر والتقدير والاحترام الي مس( الاء رجب ) علي حسن التعامل معنا وحسن المتابعة المستمرة وشكرا علي ذوقك الجميل واهتمامك ربنا يحفظك,مستشفى,service,positive,5
